b,g,e,iter,time.taken
0.5,-0.5,0.5,2,309368
0.5,-0.5,0.5,2,339784
0.5,-0.5,0.5,2,424236
0.5,-0.5,0.5,2,355556
0.5,-0.5,0.5,3,352775
0.5,-0.5,0.5,3,282381
0.5,-0.5,0.5,3,165958
0.5,-0.5,0.5,3,395388
0.5,-0.5,0.5,34,331359
0.5,-0.5,0.5,4,370167
0.5,-0.5,0.5,4,414113
0.5,-0.5,0.5,4,160918
0.5,-0.5,0.5,4,395731
0.5,-0.5,0.5,68,182959
0.5,-1,-0.5,1,353442
0.5,-1,-0.5,2,674553
0.5,-1,-0.5,2,367637
0.5,-1,-0.5,2,321175
0.5,-1,-0.5,2,446753
0.5,-1,-0.5,3,423384
0.5,-1,-0.5,3,178527
0.5,-1,-0.5,3,435235
0.5,-1,-0.5,3,355335
0.5,-1,-0.5,34,337423
0.5,-1,-0.5,4,461920
0.5,-1,-0.5,4,1199646
0.5,-1,-0.5,4,323245
0.5,-1,-0.5,4,154742
0.5,-1,-0.5,4,315389
0.5,-1,-0.5,68,256386
0.5,-1,0,1,471742
0.5,-1,0,2,347537
0.5,-1,0,2,362583
0.5,-1,0,2,360277
0.5,-1,0,3,295641
0.5,-1,0,3,416218
0.5,-1,0,3,171304
0.5,-1,0,3,398367
0.5,-1,0,34,310244
0.5,-1,0,4,299767
0.5,-1,0,4,355961
0.5,-1,0,4,387568
0.5,-1,0,4,341220
0.5,-1,0,5,1152956
0.5,-1,0,5,421391
0.5,-1,0,5,428433
0.5,-1,0.5,1,306182
0.5,-1,0.5,2,408711
0.5,-1,0.5,2,283451
0.5,-1,0.5,2,160016
0.5,-1,0.5,2,362053
0.5,-1,0.5,3,410152
0.5,-1,0.5,3,108664
0.5,-1,0.5,3,299184
0.5,-1,0.5,3,366724
0.5,-1,0.5,3,402676
0.5,-1,0.5,3,323312
0.5,-1,0.5,35,114614
0.5,-1,0.5,67,304075
0.5,-1,0.5,68,246460
0.5,-1.5,-0.5,1,377919
0.5,-1.5,-0.5,2,407344
0.5,-1.5,-0.5,2,453372
0.5,-1.5,-0.5,2,378696
0.5,-1.5,-0.5,2,306346
0.5,-1.5,-0.5,3,431315
0.5,-1.5,-0.5,3,178976
0.5,-1.5,-0.5,3,1986472
0.5,-1.5,-0.5,34,372236
0.5,-1.5,-0.5,35,128850
0.5,-1.5,-0.5,68,327150
0.5,-1.5,0,1,349906
0.5,-1.5,0,1,410190
0.5,-1.5,0,1,286475
0.5,-1.5,0,1,353570
0.5,-1.5,0,2,303077
0.5,-1.5,0,2,333885
0.5,-1.5,0,2,340573
0.5,-1.5,0,2,148076
0.5,-1.5,0,3,306199
0.5,-1.5,0,3,373436
0.5,-1.5,0,3,277373
0.5,-1.5,0,3,327327
0.5,-1.5,0,35,448252
0.5,-1.5,0,4,176439
0.5,-1.5,0,4,351461
0.5,-1.5,0,4,415711
0.5,-1.5,0,4,395567
0.5,-1.5,0,4,392902
0.5,-1.5,0,4,317491
0.5,-1.5,0,68,231310
0.5,-1.5,0.5,1,291214
0.5,-1.5,0.5,2,396325
0.5,-1.5,0.5,2,299396
0.5,-1.5,0.5,2,307689
0.5,-1.5,0.5,3,293525
0.5,-1.5,0.5,3,317223
0.5,-1.5,0.5,3,339773
0.5,-1.5,0.5,3,370852
0.5,-1.5,0.5,3,108734
0.5,-1.5,0.5,3,331458
0.5,-1.5,0.5,4,158207
0.5,-1.5,0.5,4,350419
0.5,-1.5,0.5,4,277636
0.5,-1.5,0.5,4,320929
0.5,-1.5,0.5,5,414505
0.5,-1.5,0.5,5,305211
0.5,-1.5,0.5,5,313440
0.5,-1.5,0.5,67,343518
0.5,-2,-0.5,1,399005
0.5,-2,-0.5,2,334402
0.5,-2,-0.5,2,375568
0.5,-2,-0.5,2,310403
0.5,-2,-0.5,2,370423
0.5,-2,-0.5,2,456472
0.5,-2,-0.5,2,386844
0.5,-2,-0.5,3,189505
0.5,-2,-0.5,3,364527
0.5,-2,-0.5,3,440565
0.5,-2,-0.5,3,378813
0.5,-2,-0.5,34,361177
0.5,-2,-0.5,67,441997
0.5,-2,-0.5,68,354789
0.5,-2,0,1,357916
0.5,-2,0,1,320818
0.5,-2,0,1,295184
0.5,-2,0,1,365988
0.5,-2,0,2,299932
0.5,-2,0,2,610887
0.5,-2,0,2,412099
0.5,-2,0,3,398714
0.5,-2,0,3,294210
0.5,-2,0,3,385050
0.5,-2,0,3,157996
0.5,-2,0,4,363587
0.5,-2,0,4,400385
0.5,-2,0,4,352576
0.5,-2,0,4,381974
0.5,-2,0,4,620230
0.5,-2,0,5,979737
0.5,-2,0,5,367900
0.5,-2,0,67,292624
0.5,-2,0.5,1,313700
0.5,-2,0.5,1,353085
0.5,-2,0.5,1,1928747
0.5,-2,0.5,2,283723
0.5,-2,0.5,2,931241
0.5,-2,0.5,2,322545
0.5,-2,0.5,2,401791
0.5,-2,0.5,3,107004
0.5,-2,0.5,3,331756
0.5,-2,0.5,3,370610
0.5,-2,0.5,34,388713
0.5,-2,0.5,4,322160
0.5,-2,0.5,4,377840
0.5,-2,0.5,4,341864
0.5,-2,0.5,4,368806
0.5,-2,0.5,4,401347
0.5,-2,0.5,4,145784
0.5,-2,0.5,68,526466
0.5,0,-0.5,1,511701
0.5,0,-0.5,2,396305
0.5,0,-0.5,2,420526
0.5,0,-0.5,2,457877
0.5,0,-0.5,3,343855
0.5,0,-0.5,3,142624
0.5,0,-0.5,3,339514
0.5,0,-0.5,34,440049
0.5,0,-0.5,35,122511
0.5,0,-0.5,4,438195
0.5,0,-0.5,4,181358
0.5,0,-0.5,4,389772
0.5,0,0.5,1,214202
0.5,0,0.5,10,106971
0.5,0,0.5,11,96679
0.5,0,0.5,12,92845
0.5,0,0.5,13,97863
0.5,0,0.5,14,95313
0.5,0,0.5,15,94166
0.5,0,0.5,16,105107
0.5,0,0.5,17,95992
0.5,0,0.5,18,102655
0.5,0,0.5,19,105170
0.5,0,0.5,2,337988
0.5,0,0.5,20,100759
0.5,0,0.5,21,98380
0.5,0,0.5,22,99192
0.5,0,0.5,23,97169
0.5,0,0.5,24,99439
0.5,0,0.5,25,104420
0.5,0,0.5,26,105283
0.5,0,0.5,27,92671
0.5,0,0.5,28,105977
0.5,0,0.5,29,101556
0.5,0,0.5,3,346902
0.5,0,0.5,30,94907
0.5,0,0.5,31,96450
0.5,0,0.5,32,101582
0.5,0,0.5,33,105458
0.5,0,0.5,34,287103
0.5,0,0.5,35,315984
0.5,0,0.5,36,296213
0.5,0,0.5,37,275156
0.5,0,0.5,38,296636
0.5,0,0.5,4,297477
0.5,0,0.5,5,259358
0.5,0,0.5,6,203753
0.5,0,0.5,67,211382
0.5,0,0.5,68,285565
0.5,0,0.5,69,332665
0.5,0,0.5,7,107180
0.5,0,0.5,70,306445
0.5,0,0.5,71,288496
0.5,0,0.5,72,320509
0.5,0,0.5,73,195663
0.5,0,0.5,8,106911
0.5,0,0.5,9,94801
0.5,0.5,-0.5,1,389715
0.5,0.5,-0.5,2,462258
0.5,0.5,-0.5,2,444401
0.5,0.5,-0.5,2,404834
0.5,0.5,-0.5,2,153002
0.5,0.5,-0.5,3,133839
0.5,0.5,-0.5,3,336426
0.5,0.5,-0.5,3,361831
0.5,0.5,-0.5,4,368425
0.5,0.5,-0.5,4,410470
0.5,0.5,-0.5,4,384755
0.5,0.5,-0.5,4,170905
0.5,0.5,-0.5,4,357651
0.5,0.5,-0.5,5,377581
0.5,0.5,-0.5,5,437303
0.5,0.5,-0.5,5,459819
0.5,0.5,-0.5,5,457561
0.5,0.5,-0.5,68,296404
0.5,0.5,0,1,429170
0.5,0.5,0,1,427476
0.5,0.5,0,1,359516
0.5,0.5,0,2,361464
0.5,0.5,0,2,337400
0.5,0.5,0,2,299684
0.5,0.5,0,3,381839
0.5,0.5,0,3,399215
0.5,0.5,0,3,113218
0.5,0.5,0,3,428774
0.5,0.5,0,3,381347
0.5,0.5,0,3,384235
0.5,0.5,0,34,284893
0.5,0.5,0,35,119152
0.5,0.5,0,4,424909
0.5,0.5,0,4,373005
0.5,0.5,0,4,158877
0.5,0.5,0,4,395438
0.5,0.5,0.5,1,329202
0.5,0.5,0.5,1,300784
0.5,0.5,0.5,1,378926
0.5,0.5,0.5,2,370376
0.5,0.5,0.5,2,387392
0.5,0.5,0.5,2,317922
0.5,0.5,0.5,3,115874
0.5,0.5,0.5,3,400596
0.5,0.5,0.5,3,324844
0.5,0.5,0.5,3,326558
0.5,0.5,0.5,3,406674
0.5,0.5,0.5,3,380184
0.5,0.5,0.5,34,338631
0.5,0.5,0.5,4,269324
0.5,0.5,0.5,4,192580
0.5,0.5,0.5,4,371192
0.5,0.5,0.5,5,406596
0.5,0.5,0.5,5,361224
0.5,1,-0.5,1,377474
0.5,1,-0.5,2,435424
0.5,1,-0.5,2,203126
0.5,1,-0.5,2,430419
0.5,1,-0.5,2,438968
0.5,1,-0.5,2,410133
0.5,1,-0.5,2,731441
0.5,1,-0.5,3,347968
0.5,1,-0.5,3,371683
0.5,1,-0.5,3,441926
0.5,1,-0.5,3,446462
0.5,1,-0.5,3,1953349
0.5,1,-0.5,3,126406
0.5,1,-0.5,35,133771
0.5,1,-0.5,4,438611
0.5,1,-0.5,4,208062
0.5,1,-0.5,4,336318
0.5,1,-0.5,5,364260
0.5,1,-0.5,5,333019
0.5,1,-0.5,5,437702
0.5,1,-0.5,5,349841
0.5,1,0,1,428270
0.5,1,0,1,381035
0.5,1,0,1,312662
0.5,1,0,1,701538
0.5,1,0,2,348580
0.5,1,0,2,355236
0.5,1,0,2,347776
0.5,1,0,3,151374
0.5,1,0,3,406719
0.5,1,0,3,427434
0.5,1,0,3,345668
0.5,1,0,34,360064
0.5,1,0,4,355743
0.5,1,0,4,380962
0.5,1,0,4,201075
0.5,1,0,5,387582
0.5,1,0,5,362926
0.5,1,0,5,411331
0.5,1,0.5,1,368982
0.5,1,0.5,1,365827
0.5,1,0.5,1,389841
0.5,1,0.5,1,309117
0.5,1,0.5,1,822551
0.5,1,0.5,2,297150
0.5,1,0.5,2,318980
0.5,1,0.5,2,304148
0.5,1,0.5,2,1609120
0.5,1,0.5,3,107353
0.5,1,0.5,3,359042
0.5,1,0.5,3,360675
0.5,1,0.5,3,287889
0.5,1,0.5,3,363347
0.5,1,0.5,34,223682
0.5,1,0.5,4,170593
0.5,1,0.5,4,307815
0.5,1,0.5,4,284991
0.5,1,0.5,4,929561
0.5,1,0.5,5,367050
0.5,1,0.5,5,1953293
0.5,1,0.5,5,305252
0.5,1.5,-0.5,1,526044
0.5,1.5,-0.5,2,398116
0.5,1.5,-0.5,2,446215
0.5,1.5,-0.5,2,311104
0.5,1.5,-0.5,3,388041
0.5,1.5,-0.5,3,180009
0.5,1.5,-0.5,3,414678
0.5,1.5,-0.5,3,368494
0.5,1.5,-0.5,3,465377
0.5,1.5,-0.5,34,517281
0.5,1.5,-0.5,4,949231
0.5,1.5,-0.5,4,265349
0.5,1.5,-0.5,4,419611
0.5,1.5,-0.5,4,429920
0.5,1.5,-0.5,5,454324
0.5,1.5,-0.5,5,333241
0.5,1.5,0,1,386422
0.5,1.5,0,2,298819
0.5,1.5,0,2,312042
0.5,1.5,0,3,381507
0.5,1.5,0,3,330095
0.5,1.5,0,3,158815
0.5,1.5,0,4,346708
0.5,1.5,0,4,383741
0.5,1.5,0,4,358897
0.5,1.5,0,4,284143
0.5,1.5,0,4,321846
0.5,1.5,0,5,377417
0.5,1.5,0,5,294508
0.5,1.5,0,5,418406
0.5,1.5,0,5,392002
0.5,1.5,0,6,295274
0.5,1.5,0,6,321216
0.5,1.5,0,6,431670
0.5,1.5,0,6,361785
0.5,1.5,0,6,311865
0.5,1.5,0,6,295934
0.5,1.5,0,68,357733
0.5,1.5,0.5,1,291406
0.5,1.5,0.5,2,320116
0.5,1.5,0.5,2,350668
0.5,1.5,0.5,2,386507
0.5,1.5,0.5,2,330374
0.5,1.5,0.5,2,381944
0.5,1.5,0.5,3,107681
0.5,1.5,0.5,3,291040
0.5,1.5,0.5,3,383254
0.5,1.5,0.5,3,347897
0.5,1.5,0.5,35,105709
0.5,1.5,0.5,67,291855
0.5,1.5,0.5,68,254563
0.5,2,-0.5,1,448382
0.5,2,-0.5,2,306719
0.5,2,-0.5,2,429890
0.5,2,-0.5,2,362934
0.5,2,-0.5,3,456364
0.5,2,-0.5,3,174178
0.5,2,-0.5,3,903591
0.5,2,-0.5,34,396633
0.5,2,-0.5,4,440571
0.5,2,-0.5,4,185160
0.5,2,-0.5,4,415817
0.5,2,-0.5,5,321270
0.5,2,-0.5,5,416469
0.5,2,-0.5,5,359414
0.5,2,-0.5,5,446325
0.5,2,0,1,513231
0.5,2,0,2,388343
0.5,2,0,2,364846
0.5,2,0,2,317793
0.5,2,0,2,1955261
0.5,2,0,2,354438
0.5,2,0,3,147193
0.5,2,0,3,357080
0.5,2,0,3,417513
0.5,2,0,3,342422
0.5,2,0,34,316316
0.5,2,0,35,114668
0.5,2,0,68,288002
0.5,2,0.5,1,289023
0.5,2,0.5,2,357234
0.5,2,0.5,2,286957
0.5,2,0.5,2,338554
0.5,2,0.5,2,169724
0.5,2,0.5,2,301276
0.5,2,0.5,2,869724
0.5,2,0.5,2,302579
0.5,2,0.5,3,142639
0.5,2,0.5,3,377372
0.5,2,0.5,3,400796
0.5,2,0.5,3,351707
0.5,2,0.5,35,104823
0.5,2,0.5,4,306896
0.5,2,0.5,4,382885
0.5,2,0.5,4,391554
0.5,2,0.5,5,301132
0.5,2,0.5,5,275153
0.5,2,0.5,5,274425
1,-0.5,-0.5,1,1066311
1,-0.5,-0.5,2,334905
1,-0.5,-0.5,2,385462
1,-0.5,-0.5,3,129942
1,-0.5,-0.5,3,443498
1,-0.5,-0.5,3,422562
1,-0.5,-0.5,3,350802
1,-0.5,-0.5,34,344300
1,-0.5,-0.5,35,214357
1,-0.5,-0.5,51,322895
1,-0.5,-0.5,67,281839
1,-0.5,0.5,1,528612
1,-0.5,0.5,10,257562
1,-0.5,0.5,100,288362
1,-0.5,0.5,11,307620
1,-0.5,0.5,12,325420
1,-0.5,0.5,13,322949
1,-0.5,0.5,14,311302
1,-0.5,0.5,15,294522
1,-0.5,0.5,16,260492
1,-0.5,0.5,17,291441
1,-0.5,0.5,18,280851
1,-0.5,0.5,19,279411
1,-0.5,0.5,2,346117
1,-0.5,0.5,20,336450
1,-0.5,0.5,21,357390
1,-0.5,0.5,22,300367
1,-0.5,0.5,23,276938
1,-0.5,0.5,24,281912
1,-0.5,0.5,25,337583
1,-0.5,0.5,26,343266
1,-0.5,0.5,27,325194
1,-0.5,0.5,28,279987
1,-0.5,0.5,29,310740
1,-0.5,0.5,3,330612
1,-0.5,0.5,30,299454
1,-0.5,0.5,31,236727
1,-0.5,0.5,32,309525
1,-0.5,0.5,33,272097
1,-0.5,0.5,34,164514
1,-0.5,0.5,35,385473
1,-0.5,0.5,36,334100
1,-0.5,0.5,37,327186
1,-0.5,0.5,38,298047
1,-0.5,0.5,39,326169
1,-0.5,0.5,4,386940
1,-0.5,0.5,40,312617
1,-0.5,0.5,41,323747
1,-0.5,0.5,42,294707
1,-0.5,0.5,43,303977
1,-0.5,0.5,44,295823
1,-0.5,0.5,45,279005
1,-0.5,0.5,46,307064
1,-0.5,0.5,47,307094
1,-0.5,0.5,48,278605
1,-0.5,0.5,49,281609
1,-0.5,0.5,5,330528
1,-0.5,0.5,50,375352
1,-0.5,0.5,51,225582
1,-0.5,0.5,52,246848
1,-0.5,0.5,53,292321
1,-0.5,0.5,54,301240
1,-0.5,0.5,55,320239
1,-0.5,0.5,56,270023
1,-0.5,0.5,57,287998
1,-0.5,0.5,58,256870
1,-0.5,0.5,59,287732
1,-0.5,0.5,6,285699
1,-0.5,0.5,60,274199
1,-0.5,0.5,61,323117
1,-0.5,0.5,62,313635
1,-0.5,0.5,63,308238
1,-0.5,0.5,64,265808
1,-0.5,0.5,65,273211
1,-0.5,0.5,66,335485
1,-0.5,0.5,67,257285
1,-0.5,0.5,68,391474
1,-0.5,0.5,69,332625
1,-0.5,0.5,7,338237
1,-0.5,0.5,70,338702
1,-0.5,0.5,71,273876
1,-0.5,0.5,72,297044
1,-0.5,0.5,73,328647
1,-0.5,0.5,74,288873
1,-0.5,0.5,75,321163
1,-0.5,0.5,76,338465
1,-0.5,0.5,77,234443
1,-0.5,0.5,78,266285
1,-0.5,0.5,79,305240
1,-0.5,0.5,8,303421
1,-0.5,0.5,80,304597
1,-0.5,0.5,81,232434
1,-0.5,0.5,82,254501
1,-0.5,0.5,83,279449
1,-0.5,0.5,84,303425
1,-0.5,0.5,85,288751
1,-0.5,0.5,86,228485
1,-0.5,0.5,87,358397
1,-0.5,0.5,88,293754
1,-0.5,0.5,89,310988
1,-0.5,0.5,9,287494
1,-0.5,0.5,90,231104
1,-0.5,0.5,91,248208
1,-0.5,0.5,92,257533
1,-0.5,0.5,93,286653
1,-0.5,0.5,94,267630
1,-0.5,0.5,95,298500
1,-0.5,0.5,96,325901
1,-0.5,0.5,97,309643
1,-0.5,0.5,98,262862
1,-0.5,0.5,99,307996
1,-1,-0.5,1,392155
1,-1,-0.5,2,431425
1,-1,-0.5,2,364331
1,-1,-0.5,2,377456
1,-1,-0.5,2,391310
1,-1,-0.5,3,405446
1,-1,-0.5,3,492374
1,-1,-0.5,3,199239
1,-1,-0.5,3,362102
1,-1,-0.5,34,253812
1,-1,-0.5,4,211260
1,-1,-0.5,4,378438
1,-1,-0.5,4,509975
1,-1,-0.5,68,435234
1,-1,0,1,424404
1,-1,0,2,406498
1,-1,0,2,396212
1,-1,0,2,296035
1,-1,0,3,671719
1,-1,0,3,317819
1,-1,0,3,130057
1,-1,0,3,430755
1,-1,0,34,303430
1,-1,0,4,171707
1,-1,0,4,904680
1,-1,0,4,326826
1,-1,0,68,236303
1,-1,0.5,1,175207
1,-1,0.5,10,103098
1,-1,0.5,100,115551
1,-1,0.5,11,97495
1,-1,0.5,12,94871
1,-1,0.5,13,94304
1,-1,0.5,14,113688
1,-1,0.5,15,99233
1,-1,0.5,16,98134
1,-1,0.5,17,98032
1,-1,0.5,18,107290
1,-1,0.5,19,99679
1,-1,0.5,2,253200
1,-1,0.5,20,108635
1,-1,0.5,21,106140
1,-1,0.5,22,107183
1,-1,0.5,23,102725
1,-1,0.5,24,111282
1,-1,0.5,25,101779
1,-1,0.5,26,105925
1,-1,0.5,27,100506
1,-1,0.5,28,118676
1,-1,0.5,29,99235
1,-1,0.5,3,187106
1,-1,0.5,30,106074
1,-1,0.5,31,99592
1,-1,0.5,32,103973
1,-1,0.5,33,114917
1,-1,0.5,34,105855
1,-1,0.5,35,103684
1,-1,0.5,36,99208
1,-1,0.5,37,106335
1,-1,0.5,38,106805
1,-1,0.5,39,112330
1,-1,0.5,4,104001
1,-1,0.5,40,109381
1,-1,0.5,41,98950
1,-1,0.5,42,97353
1,-1,0.5,43,105897
1,-1,0.5,44,101874
1,-1,0.5,45,96511
1,-1,0.5,46,103174
1,-1,0.5,47,97540
1,-1,0.5,48,100307
1,-1,0.5,49,107223
1,-1,0.5,5,96486
1,-1,0.5,50,106034
1,-1,0.5,51,113528
1,-1,0.5,52,110453
1,-1,0.5,53,118451
1,-1,0.5,54,121347
1,-1,0.5,55,115230
1,-1,0.5,56,109593
1,-1,0.5,57,112352
1,-1,0.5,58,110176
1,-1,0.5,59,118491
1,-1,0.5,6,101434
1,-1,0.5,60,116295
1,-1,0.5,61,110133
1,-1,0.5,62,111485
1,-1,0.5,63,102297
1,-1,0.5,64,117649
1,-1,0.5,65,103543
1,-1,0.5,66,108912
1,-1,0.5,67,112159
1,-1,0.5,68,115932
1,-1,0.5,69,120109
1,-1,0.5,7,108897
1,-1,0.5,70,106997
1,-1,0.5,71,105933
1,-1,0.5,72,112426
1,-1,0.5,73,110589
1,-1,0.5,74,109048
1,-1,0.5,75,106323
1,-1,0.5,76,104838
1,-1,0.5,77,117484
1,-1,0.5,78,110375
1,-1,0.5,79,121528
1,-1,0.5,8,95206
1,-1,0.5,80,103928
1,-1,0.5,81,119602
1,-1,0.5,82,115940
1,-1,0.5,83,120770
1,-1,0.5,84,113380
1,-1,0.5,85,124555
1,-1,0.5,86,118836
1,-1,0.5,87,131784
1,-1,0.5,88,116287
1,-1,0.5,89,113776
1,-1,0.5,9,96307
1,-1,0.5,90,111443
1,-1,0.5,91,124988
1,-1,0.5,92,154149
1,-1,0.5,93,115869
1,-1,0.5,94,125077
1,-1,0.5,95,118266
1,-1,0.5,96,129769
1,-1,0.5,97,111094
1,-1,0.5,98,115644
1,-1,0.5,99,117675
1,-1.5,0,1,438620
1,-1.5,0,1,300204
1,-1.5,0,1,432887
1,-1.5,0,1,359926
1,-1.5,0,2,361110
1,-1.5,0,2,360470
1,-1.5,0,2,420056
1,-1.5,0,3,132732
1,-1.5,0,3,426791
1,-1.5,0,3,354920
1,-1.5,0,34,306533
1,-1.5,0,4,423802
1,-1.5,0,4,323284
1,-1.5,0,4,348764
1,-1.5,0,4,209791
1,-1.5,0,68,270000
1,-1.5,0.5,1,336184
1,-1.5,0.5,2,394583
1,-1.5,0.5,2,358546
1,-1.5,0.5,3,172817
1,-1.5,0.5,3,406867
1,-1.5,0.5,3,418805
1,-1.5,0.5,3,328482
1,-1.5,0.5,3,327888
1,-1.5,0.5,34,459163
1,-1.5,0.5,4,359756
1,-1.5,0.5,4,438560
1,-1.5,0.5,4,180486
1,-1.5,0.5,4,441663
1,-1.5,0.5,5,440083
1,-1.5,0.5,5,341059
1,-1.5,0.5,5,375761
1,-2,-0.5,1,842400
1,-2,-0.5,2,384304
1,-2,-0.5,2,424178
1,-2,-0.5,2,1690395
1,-2,-0.5,3,388614
1,-2,-0.5,3,682795
1,-2,-0.5,3,189090
1,-2,-0.5,4,481858
1,-2,-0.5,4,168803
1,-2,-0.5,4,340673
1,-2,-0.5,4,487013
1,-2,-0.5,4,468544
1,-2,-0.5,5,507310
1,-2,-0.5,5,377641
1,-2,-0.5,5,407113
1,-2,-0.5,5,489312
1,-2,-0.5,5,490964
1,-2,-0.5,68,368631
1,-2,0.5,1,401351
1,-2,0.5,1,427102
1,-2,0.5,1,428516
1,-2,0.5,1,368703
1,-2,0.5,2,342981
1,-2,0.5,2,993951
1,-2,0.5,3,421062
1,-2,0.5,3,366163
1,-2,0.5,3,362329
1,-2,0.5,3,169525
1,-2,0.5,34,314594
1,-2,0.5,35,113487
1,-2,0.5,4,169687
1,-2,0.5,4,443464
1,-2,0.5,4,357416
1,0,-0.5,1,364058
1,0,-0.5,2,451806
1,0,-0.5,2,183434
1,0,-0.5,2,330926
1,0,-0.5,2,396392
1,0,-0.5,3,460742
1,0,-0.5,3,140469
1,0,-0.5,3,476374
1,0,-0.5,3,497111
1,0,-0.5,3,366373
1,0,-0.5,3,353786
1,0,-0.5,35,139411
1,0,-0.5,4,399541
1,0,-0.5,4,393933
1,0,-0.5,4,364311
1,0,-0.5,5,486512
1,0,-0.5,5,363405
1,0,-0.5,5,367930
1,0,0,1,353698
1,0,0,1,956243
1,0,0,2,431623
1,0,0,2,448790
1,0,0,2,407235
1,0,0,3,121677
1,0,0,3,352702
1,0,0,3,354230
1,0,0,3,373913
1,0,0,34,1170672
1,0,0,35,119481
1,0,0,4,441061
1,0,0,4,200339
1,0,0,4,829557
1,0,0,4,449993
1,0,0.5,1,193524
1,0,0.5,10,113940
1,0,0.5,100,110949
1,0,0.5,11,106217
1,0,0.5,12,102209
1,0,0.5,13,93463
1,0,0.5,14,92503
1,0,0.5,15,97053
1,0,0.5,16,97847
1,0,0.5,17,97505
1,0,0.5,18,106591
1,0,0.5,19,103010
1,0,0.5,2,195303
1,0,0.5,20,101443
1,0,0.5,21,109452
1,0,0.5,22,106636
1,0,0.5,23,115358
1,0,0.5,24,105214
1,0,0.5,25,111278
1,0,0.5,26,114952
1,0,0.5,27,109044
1,0,0.5,28,106876
1,0,0.5,29,108970
1,0,0.5,3,204300
1,0,0.5,30,107751
1,0,0.5,31,113076
1,0,0.5,32,103176
1,0,0.5,33,113021
1,0,0.5,34,104666
1,0,0.5,35,107207
1,0,0.5,36,100665
1,0,0.5,37,104790
1,0,0.5,38,100525
1,0,0.5,39,121094
1,0,0.5,4,99658
1,0,0.5,40,103427
1,0,0.5,41,102076
1,0,0.5,42,111383
1,0,0.5,43,109250
1,0,0.5,44,102105
1,0,0.5,45,99802
1,0,0.5,46,103906
1,0,0.5,47,104468
1,0,0.5,48,102043
1,0,0.5,49,109212
1,0,0.5,5,100143
1,0,0.5,50,103802
1,0,0.5,51,108962
1,0,0.5,52,121434
1,0,0.5,53,115701
1,0,0.5,54,121776
1,0,0.5,55,118329
1,0,0.5,56,112847
1,0,0.5,57,117559
1,0,0.5,58,114269
1,0,0.5,59,117735
1,0,0.5,6,96113
1,0,0.5,60,113047
1,0,0.5,61,120916
1,0,0.5,62,105935
1,0,0.5,63,109760
1,0,0.5,64,113857
1,0,0.5,65,110046
1,0,0.5,66,109100
1,0,0.5,67,107918
1,0,0.5,68,109145
1,0,0.5,69,107983
1,0,0.5,7,101659
1,0,0.5,70,108793
1,0,0.5,71,108935
1,0,0.5,72,111024
1,0,0.5,73,106986
1,0,0.5,74,106828
1,0,0.5,75,104805
1,0,0.5,76,116191
1,0,0.5,77,103115
1,0,0.5,78,105603
1,0,0.5,79,110445
1,0,0.5,8,97417
1,0,0.5,80,103929
1,0,0.5,81,107554
1,0,0.5,82,134542
1,0,0.5,83,131615
1,0,0.5,84,124573
1,0,0.5,85,115966
1,0,0.5,86,119699
1,0,0.5,87,128990
1,0,0.5,88,120642
1,0,0.5,89,120881
1,0,0.5,9,97104
1,0,0.5,90,115164
1,0,0.5,91,124816
1,0,0.5,92,122154
1,0,0.5,93,124995
1,0,0.5,94,118173
1,0,0.5,95,117550
1,0,0.5,96,117610
1,0,0.5,97,117698
1,0,0.5,98,128823
1,0,0.5,99,120060
1,0.5,-0.5,1,357657
1,0.5,-0.5,1,398395
1,0.5,-0.5,1,387398
1,0.5,-0.5,1,466931
1,0.5,-0.5,2,402434
1,0.5,-0.5,2,392902
1,0.5,-0.5,3,476803
1,0.5,-0.5,3,435083
1,0.5,-0.5,3,218095
1,0.5,-0.5,3,982949
1,0.5,-0.5,34,482167
1,0.5,-0.5,35,135785
1,0.5,-0.5,4,411721
1,0.5,-0.5,4,701143
1,0.5,-0.5,4,461467
1,0.5,-0.5,4,198260
1,0.5,0,1,374801
1,0.5,0,1,915901
1,0.5,0,1,379267
1,0.5,0,2,341784
1,0.5,0,2,413271
1,0.5,0,2,407176
1,0.5,0,2,363300
1,0.5,0,3,401953
1,0.5,0,3,367176
1,0.5,0,3,155069
1,0.5,0,3,327042
1,0.5,0,3,416936
1,0.5,0,35,125029
1,0.5,0,4,342066
1,0.5,0,4,195230
1,0.5,0,4,441418
1,0.5,0,4,385832
1,0.5,0,5,349507
1,0.5,0,5,335872
1,0.5,0,5,447759
1,0.5,0.5,1,293906
1,0.5,0.5,10,347143
1,0.5,0.5,100,462096
1,0.5,0.5,11,315408
1,0.5,0.5,12,283245
1,0.5,0.5,13,308317
1,0.5,0.5,14,329526
1,0.5,0.5,15,274348
1,0.5,0.5,16,367972
1,0.5,0.5,17,305272
1,0.5,0.5,18,314701
1,0.5,0.5,19,251338
1,0.5,0.5,2,337492
1,0.5,0.5,20,280999
1,0.5,0.5,21,304464
1,0.5,0.5,22,255708
1,0.5,0.5,23,327176
1,0.5,0.5,24,278400
1,0.5,0.5,25,284516
1,0.5,0.5,26,243884
1,0.5,0.5,27,271306
1,0.5,0.5,28,259184
1,0.5,0.5,29,301756
1,0.5,0.5,3,339761
1,0.5,0.5,30,284877
1,0.5,0.5,31,307455
1,0.5,0.5,32,377048
